Host,Managed Object,Attribute,From,To,Interval,Total,Loss,data
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,ProcessMonitorInfo,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,javax.management.openmbean.TabularDataSupport(tabularType=javax.management.openmbean.TabularType(name=ProcessMonitor Type,rowType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),indexNames=(INDEX,Alias,Pattern,RunningProcessCount,Min.PCPU,Avg.PCPU,Max.PCPU,Min.PMEM,Avg.PMEM,Max.PMEM,Min.VSZ,Avg.VSZ,Max.VSZ,Min.RSS,Avg.RSS,Max.RSS,TotalPCPU,TotalPMEM,TotalVSZ,TotalRSS)),contents={[85, wdrwzsvc.exe, wdrwzsvc.exe, 1, 0.0, 0.0, 0.0, 0.07, 0.07, 0.07, 1540, 1540, 1540, 5656, 5656, 5656, 0.0, 0.07, 1540, 5656]=javax.management.openmbean.CompositeDataSupport(compositeType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),contents={Alias=wdrwzsvc.exe, Avg.PCPU=0.0, Avg.PMEM=0.07, Avg.RSS=5656, Avg.VSZ=1540, INDEX=85, Max.PCPU=0.0, Max.PMEM=0.07, Max.RSS=5656, Max.VSZ=1540, Min.PCPU=0.0, Min.PMEM=0.07, Min.RSS=5656, Min.VSZ=1540, Pattern=wdrwzsvc.exe, RunningProcessCount=1, TotalPCPU=0.0, TotalPMEM=0.07, TotalRSS=5656, TotalVSZ=1540})})
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,TotalMemUsed,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,5656
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,TotalMemUtilization,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,TotalCpuUtilization,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,MemUsedMax,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,5656
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,MemUsedAvg,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,5656
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,MemUsedMin,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,5656
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,MemUtilizationMax,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,MemUtilizationAvg,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,MemUtilizationMin,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,CpuUtilizationMax,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,CpuUtilizationAvg,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,CpuUtilizationMin,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,wdrwzsvc.exe,RunningProcessCount,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,1
MA_221.141.145.6_20130430180225,PageFile,VMUtilization,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,30.79
MA_221.141.145.6_20130430180225,PageFile,PageFileUtilization,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,33.55
MA_221.141.145.6_20130430180225,PageFile,VMAvailable,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,6755
MA_221.141.145.6_20130430180225,PageFile,TotalVMSize,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,9761
MA_221.141.145.6_20130430180225,PageFile,PageFileAvailable,2013-05-09 14:32:42,2013-05-09 14:32:42,실시간,1,-,1359
MA_221.141.145.6_20130430180225,PageFile,TotalPageFileSize,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,2046
MA_221.141.145.6_20130430180225,CPU6,Status,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,true
MA_221.141.145.6_20130430180225,CPU6,IdleUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,98.37
MA_221.141.145.6_20130430180225,CPU6,KernelUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.33
MA_221.141.145.6_20130430180225,CPU6,UserUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,1.3
MA_221.141.145.6_20130430180225,CPU6,Utilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,1.63
MA_221.141.145.6_20130430180225,AYAgent.aye,ProcessMonitorInfo,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,javax.management.openmbean.TabularDataSupport(tabularType=javax.management.openmbean.TabularType(name=ProcessMonitor Type,rowType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),indexNames=(INDEX,Alias,Pattern,RunningProcessCount,Min.PCPU,Avg.PCPU,Max.PCPU,Min.PMEM,Avg.PMEM,Max.PMEM,Min.VSZ,Avg.VSZ,Max.VSZ,Min.RSS,Avg.RSS,Max.RSS,TotalPCPU,TotalPMEM,TotalVSZ,TotalRSS)),contents={[8, AYAgent.aye, AYAgent.aye, 2, 0.0, 0.0, 0.0, 0.08, 0.09, 0.09, 9752, 9772, 9792, 6748, 6940, 7132, 0.0, 0.17, 19544, 13880]=javax.management.openmbean.CompositeDataSupport(compositeType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),contents={Alias=AYAgent.aye, Avg.PCPU=0.0, Avg.PMEM=0.09, Avg.RSS=6940, Avg.VSZ=9772, INDEX=8, Max.PCPU=0.0, Max.PMEM=0.09, Max.RSS=7132, Max.VSZ=9792, Min.PCPU=0.0, Min.PMEM=0.08, Min.RSS=6748, Min.VSZ=9752, Pattern=AYAgent.aye, RunningProcessCount=2, TotalPCPU=0.0, TotalPMEM=0.17, TotalRSS=13880, TotalVSZ=19544})})
MA_221.141.145.6_20130430180225,AYAgent.aye,TotalMemUsed,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,13880
MA_221.141.145.6_20130430180225,AYAgent.aye,TotalMemUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.17
MA_221.141.145.6_20130430180225,AYAgent.aye,TotalCpuUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,AYAgent.aye,MemUsedMax,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,7132
MA_221.141.145.6_20130430180225,AYAgent.aye,MemUsedAvg,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,6940
MA_221.141.145.6_20130430180225,AYAgent.aye,MemUsedMin,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,6748
MA_221.141.145.6_20130430180225,AYAgent.aye,MemUtilizationMax,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.09
MA_221.141.145.6_20130430180225,AYAgent.aye,MemUtilizationAvg,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.09
MA_221.141.145.6_20130430180225,AYAgent.aye,MemUtilizationMin,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.08
MA_221.141.145.6_20130430180225,AYAgent.aye,CpuUtilizationMax,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,AYAgent.aye,CpuUtilizationAvg,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,AYAgent.aye,CpuUtilizationMin,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,AYAgent.aye,RunningProcessCount,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,2
MA_221.141.145.6_20130430180225,XMBLicensing.exe,ProcessMonitorInfo,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,javax.management.openmbean.TabularDataSupport(tabularType=javax.management.openmbean.TabularType(name=ProcessMonitor Type,rowType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),indexNames=(INDEX,Alias,Pattern,RunningProcessCount,Min.PCPU,Avg.PCPU,Max.PCPU,Min.PMEM,Avg.PMEM,Max.PMEM,Min.VSZ,Avg.VSZ,Max.VSZ,Min.RSS,Avg.RSS,Max.RSS,TotalPCPU,TotalPMEM,TotalVSZ,TotalRSS)),contents={[95, XMBLicensing.exe, XMBLicensing.exe, 1, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 548, 548, 548, 1888, 1888, 1888, 0.02, 0.02, 548, 1888]=javax.management.openmbean.CompositeDataSupport(compositeType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),contents={Alias=XMBLicensing.exe, Avg.PCPU=0.02, Avg.PMEM=0.02, Avg.RSS=1888, Avg.VSZ=548, INDEX=95, Max.PCPU=0.02, Max.PMEM=0.02, Max.RSS=1888, Max.VSZ=548, Min.PCPU=0.02, Min.PMEM=0.02, Min.RSS=1888, Min.VSZ=548, Pattern=XMBLicensing.exe, RunningProcessCount=1, TotalPCPU=0.02, TotalPMEM=0.02, TotalRSS=1888, TotalVSZ=548})})
MA_221.141.145.6_20130430180225,XMBLicensing.exe,TotalMemUsed,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,1888
MA_221.141.145.6_20130430180225,XMBLicensing.exe,TotalMemUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.02
MA_221.141.145.6_20130430180225,XMBLicensing.exe,TotalCpuUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.02
MA_221.141.145.6_20130430180225,XMBLicensing.exe,MemUsedMax,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,1888
MA_221.141.145.6_20130430180225,XMBLicensing.exe,MemUsedAvg,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,1888
MA_221.141.145.6_20130430180225,XMBLicensing.exe,MemUsedMin,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,1888
MA_221.141.145.6_20130430180225,XMBLicensing.exe,MemUtilizationMax,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.02
MA_221.141.145.6_20130430180225,XMBLicensing.exe,MemUtilizationAvg,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.02
MA_221.141.145.6_20130430180225,XMBLicensing.exe,MemUtilizationMin,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.02
MA_221.141.145.6_20130430180225,XMBLicensing.exe,CpuUtilizationMax,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.02
MA_221.141.145.6_20130430180225,XMBLicensing.exe,CpuUtilizationAvg,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.02
MA_221.141.145.6_20130430180225,XMBLicensing.exe,CpuUtilizationMin,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.02
MA_221.141.145.6_20130430180225,XMBLicensing.exe,RunningProcessCount,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,1
MA_221.141.145.6_20130430180225,SMSAgent.exe,ProcessMonitorInfo,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,javax.management.openmbean.TabularDataSupport(tabularType=javax.management.openmbean.TabularType(name=ProcessMonitor Type,rowType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),indexNames=(INDEX,Alias,Pattern,RunningProcessCount,Min.PCPU,Avg.PCPU,Max.PCPU,Min.PMEM,Avg.PMEM,Max.PMEM,Min.VSZ,Avg.VSZ,Max.VSZ,Min.RSS,Avg.RSS,Max.RSS,TotalPCPU,TotalPMEM,TotalVSZ,TotalRSS)),contents={[63, SMSAgent.exe, SMSAgent.exe, 1, 0.0, 0.0, 0.0, 0.26, 0.26, 0.26, 16360, 16360, 16360, 21004, 21004, 21004, 0.0, 0.26, 16360, 21004]=javax.management.openmbean.CompositeDataSupport(compositeType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),contents={Alias=SMSAgent.exe, Avg.PCPU=0.0, Avg.PMEM=0.26, Avg.RSS=21004, Avg.VSZ=16360, INDEX=63, Max.PCPU=0.0, Max.PMEM=0.26, Max.RSS=21004, Max.VSZ=16360, Min.PCPU=0.0, Min.PMEM=0.26, Min.RSS=21004, Min.VSZ=16360, Pattern=SMSAgent.exe, RunningProcessCount=1, TotalPCPU=0.0, TotalPMEM=0.26, TotalRSS=21004, TotalVSZ=16360})})
MA_221.141.145.6_20130430180225,SMSAgent.exe,TotalMemUsed,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,21004
MA_221.141.145.6_20130430180225,SMSAgent.exe,TotalMemUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.26
MA_221.141.145.6_20130430180225,SMSAgent.exe,TotalCpuUtilization,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,SMSAgent.exe,MemUsedMax,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,21004
MA_221.141.145.6_20130430180225,SMSAgent.exe,MemUsedAvg,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,21004
MA_221.141.145.6_20130430180225,SMSAgent.exe,MemUsedMin,2013-05-09 14:32:43,2013-05-09 14:32:43,실시간,1,-,21004
